Adaptive Gauss-Kronrod Results for zSQ(0.4) from MSEP
"For random intercept -1.0, sd = 1.0, 250 clusters of size 20 each.
"From CEM01.jl on 2023-05-05T19:26:41.104
truez,id,sumY,zhat
0.5696698102668788,1,7,0.33288141120939996
0.11377519733814205,2,9,0.7571500003774881
1.6507323291628109,3,14,1.8041575116410447
2.279197265162026,4,17,2.648721821820243
-1.0367929414456898,5,3,-0.7980203946988031
0.6505545955015509,6,9,0.7571500003774878
1.4033781140821944,7,11,1.1614804285725464
-0.6586355601810086,8,4,-0.44742380670850673
0.1859371729124817,9,5,-0.15519773392933028
0.9267541423070401,10,12,1.366430507614545
0.1521463282726657,11,9,0.7571500003774879
0.7031719131021953,12,9,0.7571500003774881
0.3668356935036124,13,5,-0.15519773392933028
-0.49005177345878365,14,4,-0.44742380670850673
-0.06354336320553527,15,9,0.7571500003774881
1.1027873487374795,16,10,0.9597079485740072
-1.0009139001477596,17,3,-0.7980203946988031
-0.20233550827693406,18,4,-0.44742380670850673
0.7657076059463128,19,10,0.9597079485740073
-1.5092556458213344,20,3,-0.798020394698803
1.3281917882677647,21,14,1.8041575116410453
0.7112532887360696,22,9,0.7571500003774879
1.0645842939851256,23,8,0.5497528041999689
1.1334675776041054,24,11,1.161480428572546
0.382839363288615,25,7,0.3328814112093999
0.8624701643256443,26,7,0.33288141120939996
-0.736213112764238,27,4,-0.44742380670850673
0.6069460948851486,28,7,0.3328814112093999
-0.9086748991818132,29,2,-1.2502333056620973
-0.7817448336164079,30,3,-0.798020394698803
-1.2816270026805523,31,3,-0.7980203946988031
0.891465413058068,32,7,0.33288141120939996
-0.022259081247329816,33,2,-1.2502333056620971
-0.1373280110098764,34,3,-0.7980203946988031
1.0167554584059368,35,14,1.8041575116410447
0.8038344426445926,36,10,0.9597079485740074
-1.0891737879237553,37,3,-0.7980203946988031
-0.6598755684715765,38,4,-0.44742380670850673
0.3741526882287214,39,5,-0.15519773392933028
1.0274468093910678,40,9,0.7571500003774878
0.5897648892673437,41,8,0.5497528041999689
1.0303240487810843,42,9,0.7571500003774881
0.3842393805320932,43,5,-0.15519773392933028
0.4607727816172585,44,7,0.3328814112093999
-1.9739703970172606,45,2,-1.2502333056620973
-0.005092117972238553,46,6,0.10064902837079702
-0.05003508137974002,47,7,0.33288141120939996
-0.23495423011123928,48,7,0.33288141120939996
-2.3322096235667398,49,1,-1.9053445190141307
-1.1483050633992755,50,3,-0.7980203946988031
1.4593142089407722,51,9,0.7571500003774881
-0.3013050184175911,52,3,-0.7980203946988031
0.322656831855819,53,7,0.33288141120939996
0.07314381317930141,54,5,-0.1551977339293303
1.2206174021617688,55,10,0.9597079485740072
-0.519998012164537,56,4,-0.44742380670850684
-0.10120540928489194,57,4,-0.44742380670850673
-1.7655116282502588,58,1,-1.9053445190141307
0.0014806150430069697,59,6,0.10064902837079703
0.6923262808225001,60,7,0.3328814112094
0.3673146438717819,61,8,0.5497528041999687
0.2894611754802615,62,3,-0.798020394698803
0.8994097518661801,63,7,0.33288141120939996
0.018949701623314233,64,4,-0.44742380670850684
-1.4410247442618784,65,3,-0.7980203946988031
-1.8159131594967997,66,0,-3.0567456688907813
-1.0244030614908484,67,1,-1.905344519014131
-0.7488088131170156,68,0,-3.0567456688907813
-0.22793472537176018,69,4,-0.44742380670850673
0.6232562565670964,70,9,0.7571500003774879
0.21148867734629792,71,11,1.1614804285725464
0.7130043754047111,72,8,0.5497528041999689
-0.9473441414316506,73,2,-1.2502333056620973
-0.312948222958976,74,7,0.33288141120939996
0.6914861584159356,75,6,0.10064902837079703
