3,4,5,6,7,8,9,10,11,12,13,14,15
-4.2465936415113985,-4.246593641530285,-4.246593641529484,-4.246593641529475,-4.246593641529479,-4.246593641529477,-4.246593641534851,-4.246593641524228,-4.246593641528911,-4.246593641529457,-4.24659364152948,-4.2465936415294765,-4.246593641529478
-3.3498953046321196,-3.3498953046366413,-3.34989530463081,-3.349895304630927,-3.3498953046309303,-3.3498953046306967,-3.349895304630921,-3.349895304630927,-3.3498953046309303,-3.349895304630929,-3.349895304630929,-3.349895304631402,-3.3498953046309423
-2.8206162803747667,-2.8206162803746984,-2.820616280375305,-2.8206162803748027,-2.8206162803747827,-2.8206162803747725,-2.820616280374774,-2.820616280374774,-2.8206162803747734,-2.82061628037476,-2.820616280374759,-2.820616280374775,-2.8206162803747734
-2.4543961752439327,-2.45439617531685,-2.4543961753130352,-2.4543961753131227,-2.4543961753130947,-2.454396175313121,-2.454396175313121,-2.454396175313206,-2.454396175313129,-2.45439617531312,-2.4543961753131205,-2.454396175313121,-2.45439617531312
-2.1760096306114347,-2.1760096306125973,-2.17600963061254,-2.17600963061254,-2.17600963061254,-2.176009630612541,-2.1760096306125405,-2.1760096306125445,-2.176009630612541,-2.176009630612541,-2.1760096306125405,-2.17600963061254,-2.17600963061254
-1.9515653964065673,-1.9515653964049278,-1.951565396405333,-1.9515653964053379,-1.9515653964053379,-1.9515653964053379,-1.9515653964053383,-1.9515653964053374,-1.951565396405338,-1.9515653964053385,-1.9515653964053385,-1.9515653964053385,-1.9515653964053377
-1.7633162700965532,-1.7633162700898732,-1.7633162700894438,-1.7633162700894576,-1.763316270089457,-1.7633162700894662,-1.7633162700894567,-1.7633162700894576,-1.763316270089458,-1.7633162700894582,-1.7633162700894582,-1.763316270089458,-1.7633162700894554
-1.6009176872909445,-1.6009176872606827,-1.6009176872590143,-1.6009176872590507,-1.600917687259058,-1.6009176872590458,-1.600917687259051,-1.600917687259051,-1.6009176872590511,-1.6009176872590514,-1.6009176872590507,-1.600917687259051,-1.6009176872590511
-1.4578485505760381,-1.4578485505760286,-1.4578485505760828,-1.4578485505760017,-1.457848550576038,-1.4578485505760406,-1.45784855057604,-1.4578485505760403,-1.4578485505760403,-1.4578485505760401,-1.4578485505760395,-1.45784855057604,-1.4578485505760408
-1.3297472139539162,-1.3297472139539357,-1.3297472139539146,-1.3297472139539275,-1.3297472139539115,-1.3297472139539157,-1.3297472139539155,-1.329747213953916,-1.3297472139539157,-1.329747213953916,-1.329747213953916,-1.3297472139539162,-1.3297472139539162
-1.2135586152514635,-1.2135586152387332,-1.2135586152510458,-1.2135586152512798,-1.2135586152514617,-1.2135586152514808,-1.2135586152514815,-1.2135586152514817,-1.2135586152514815,-1.2135586152514815,-1.2135586152514815,-1.213558615251481,-1.2135586152514812
-1.1070624688983173,-1.1070624688842547,-1.1070624688809743,-1.1070624688807964,-1.1070624688809192,-1.1070624688809898,-1.1070624688809907,-1.10706246888099,-1.1070624688809896,-1.1070624688809896,-1.10706246888099,-1.1070624688809898,-1.1070624688809898
-1.0085958146045126,-1.0085958146043295,-1.0085958146039633,-1.0085958146039333,-1.0085958146038527,-1.0085958146039564,-1.0085958146039382,-1.008595814603934,-1.0085958146039196,-1.0085958146039318,-1.0085958146039333,-1.0085958146039338,-1.0085958146039342
-0.9168815126876445,-0.916881512689453,-0.9168815126894005,-0.9168815126894009,-0.9168815126901185,-0.916881512689555,-0.916881512689419,-0.9168815126894023,-0.9168815126894053,-0.9168815126894001,-0.9168815126894009,-0.9168815126894009,-0.9168815126894008
-0.8309177426220894,-0.8309177426289605,-0.8309177426287337,-0.8309177426287419,-0.8309177426309081,-0.8309177426293675,-0.8309177426287349,-0.8309177426287414,-0.830917742628741,-0.8309177426287415,-0.8309177426287419,-0.830917742628742,-0.8309177426287417
-0.7499042740195856,-0.7499042740420458,-0.7499042740410883,-0.7499042740411141,-0.7499042740411168,-0.7499042740411178,-0.7499042740410338,-0.7499042740410855,-0.7499042740411106,-0.749904274041116,-0.7499042740411171,-0.749904274041117,-0.7499042740411168
-0.6731917817066958,-0.6731917817096661,-0.6731917817064654,-0.6731917817065355,-0.6731917817065384,-0.6731917817065386,-0.6731917817065413,-0.6731917817063671,-0.6731917817065197,-0.6731917817065407,-0.6731917817065396,-0.6731917817065385,-0.6731917817065385
-0.6002460916387043,-0.6002460916386835,-0.600246091638613,-0.6002460916386776,-0.6002460916386809,-0.6002460916386854,-0.6002460916386776,-0.6002460916386848,-0.6002460916386703,-0.600246091638704,-0.6002460916386878,-0.6002460916386843,-0.6002460916386845
-0.5306223855748218,-0.5306223855748353,-0.5306223855748169,-0.5306223855748028,-0.5306223855748293,-0.5306223855748454,-0.5306223855748293,-0.5306223855747104,-0.5306223855749915,-0.5306223855749054,-0.5306223855748342,-0.5306223855748298,-0.5306223855748263
-0.463946217818075,-0.4639462178180966,-0.4639462178180695,-0.4639462178180093,-0.4639462178180502,-0.46394621781805995,-0.4639462178180718,-0.4639462178180717,-0.46394621781807177,-0.46394621781814793,-0.46394621781804196,-0.463946217818065,-0.4639462178180726
-0.39989929769667226,-0.39989929769674276,-0.39989929769667343,-0.3998992976966256,-0.39989929769663823,-0.39989929769666765,-0.39989929769667076,-0.3998992976995364,-0.3998992976966703,-0.3998992976966704,-0.3998992976966346,-0.3998992976966628,-0.39989929769667576
-0.3382086727999549,-0.3382086728000021,-0.33820867279994443,-0.3382086727999491,-0.3382086727998855,-0.33820867279992706,-0.33820867279994227,-0.33820867279994177,-0.3382086727999418,-0.3382086727999419,-0.33820867279992795,-0.3382086727999416,-0.3382086727999594
-0.2786383825953607,-0.27863838259534607,-0.27863838259535545,-0.27863838259533585,-0.27863838259532114,-0.278638382595287,-0.2786383825953477,-0.2786383825953493,-0.2786383825953495,-0.27863838259534945,-0.27863838259536183,-0.27863838259534895,-0.2786383825953724
-0.2209829355284772,-0.2209829355284698,-0.22098293552852924,-0.22098293552847573,-0.22098293552846762,-0.2209829355284347,-0.2209829355284533,-0.2209829355284676,-0.22098293552846818,-0.22098293552846834,-0.22098293552846895,-0.220982935528468,-0.22098293552847476
